User,Date & Time,File name,Star ID,Line,Model_Type,Orig_Trough_Wavelength,Orig_Trough_Flux,Fit_Trough_Wavelength,Fit_Trough_Flux,Fit_Center,Amplitude,Stddev,S/N
Abdullah,2025-07-16 10:30:44.679072,stacked_M3_TARG102.fits,TARG102.,Blue,Gaussian,8494.64069304021,-0.21304677320926718,8494.242699729173,-0.2263431950006893,8494.241649717633,-0.2263432265683788,1.9881145898256969,8.795039707659658
Abdullah,2025-07-16 10:30:44.679072,stacked_M3_TARG102.fits,TARG102.,Center,Gaussian,8538.029245822547,-0.398941297707105,8537.972389635255,-0.3975706702865275,8537.947719877251,-0.39758693585130833,2.7272624224131627,16.46917482722352
Abdullah,2025-07-16 10:30:44.679072,stacked_M3_TARG102.fits,TARG102.,Red,Gaussian,8658.476834435338,-0.35672060860284815,8658.192553498882,-0.37103582858394957,8658.188129619466,-0.37103649225094637,2.3389518999469474,14.726211854524808
Abdullah,2025-07-16 10:57:28.162457,stacked_M3_TARG102.fits,TARG102.,Blue,Gaussian,8494.64069304021,-0.21304677320926718,8494.242699729173,-0.2263431950006893,8494.241649717633,-0.2263432265683788,1.9881145898256969,8.795039707659658
Abdullah,2025-07-16 10:57:28.162457,stacked_M3_TARG102.fits,TARG102.,Center,Gaussian,8538.029245822547,-0.398941297707105,8537.972389635255,-0.3975706702865275,8537.947719877251,-0.39758693585130833,2.7272624224131627,16.46917482722352
Abdullah,2025-07-16 10:57:28.162457,stacked_M3_TARG102.fits,TARG102.,Red,Gaussian,8658.476834435338,-0.35672060860284815,8658.192553498882,-0.37103582858394957,8658.188129619466,-0.37103649225094637,2.3389518999469474,14.726211854524808
Abdullah,2025-07-16 10:57:42.158163,stacked_M3_TARG102.fits,TARG102.,Blue,Gaussian,8494.64069304021,-0.3243712716582875,8494.015274980009,-0.34035321895461657,8494.060437287264,-0.3405326430143156,1.3910506361309272,10.63888342863183
Abdullah,2025-07-16 10:57:42.158163,stacked_M3_TARG102.fits,TARG102.,Center,Gaussian,8538.029245822547,-0.5287185725805134,8537.972389635255,-0.5116059365707534,8538.015605821607,-0.5117211984468623,2.0360144031462033,17.341163511429556
Abdullah,2025-07-16 10:57:42.158163,stacked_M3_TARG102.fits,TARG102.,Red,Gaussian,8658.476834435338,-0.4807488642763762,8658.192553498882,-0.4916158419405999,8658.164776984448,-0.4916759312869223,1.776602275386905,15.767830176007623
